#Xaxis_B1     YlengthB1     discharge_B1   dischargeEFF_B1  dischargeINEFF_B1  rech_Moulins_B1  rech_meltR_B1  P_B1
6.296875e+01  2.000000e+04  6.474340e-02   -1.969116e-03    6.671252e-02       5.897937e-02     5.245266e-03   2.243205e+00
6.328125e+01  2.000000e+04  6.387312e-02   -1.033055e-03    6.490617e-02       5.848375e-02     4.904326e-03   2.273205e+00
6.359375e+01  2.000000e+04  6.307028e-02   -5.169340e-04    6.358721e-02       5.798812e-02     4.624757e-03   2.303312e+00
6.390625e+01  2.000000e+04  6.232138e-02   -2.349864e-04    6.255636e-02       5.749250e-02     4.394277e-03   2.333508e+00
6.421875e+01  2.000000e+04  6.161580e-02   -8.405898e-05    6.169986e-02       5.699687e-02     4.203222e-03   2.363776e+00
6.453125e+01  2.000000e+04  6.094513e-02   -6.290371e-06    6.095142e-02       5.650125e-02     4.043932e-03   2.394104e+00
6.484375e+01  2.000000e+04  6.030265e-02   3.097824e-05     6.027167e-02       5.600562e-02     3.910295e-03   2.424477e+00
6.515625e+01  2.000000e+04  5.968299e-02   4.622260e-05     5.963676e-02       5.551000e-02     3.797416e-03   2.454885e+00
6.546875e+01  2.000000e+04  5.908180e-02   4.987183e-05     5.903193e-02       5.501437e-02     3.701359e-03   2.485315e+00
6.578125e+01  2.000000e+04  5.849562e-02   4.776713e-05     5.844785e-02       5.451875e-02     3.618949e-03   2.515759e+00
6.609375e+01  2.000000e+04  5.792161e-02   4.312930e-05     5.787848e-02       5.402312e-02     3.547619e-03   2.546206e+00
