#Xaxis_E2     YlengthE2     discharge_E2   dischargeEFF_E2  dischargeINEFF_E2  rech_Moulins_E2  rech_meltR_E2  P_E2
3.714844e+00  1.078125e+03  2.656179e+00   2.587355e-01     2.397444e+00       2.651300e+00     4.440286e-03   2.599917e+00
3.738281e+00  1.078125e+03  2.626793e+00   2.521221e-01     2.374671e+00       2.622039e+00     4.326531e-03   2.602314e+00
3.761719e+00  1.078125e+03  2.597409e+00   2.456055e-01     2.351804e+00       2.592778e+00     4.214569e-03   2.604753e+00
3.785156e+00  1.078125e+03  2.568027e+00   2.391855e-01     2.328842e+00       2.563517e+00     4.104390e-03   2.607234e+00
3.808594e+00  1.078125e+03  2.538647e+00   2.328617e-01     2.305785e+00       2.534256e+00     3.995983e-03   2.609759e+00
3.832031e+00  1.078125e+03  2.509269e+00   2.266339e-01     2.282635e+00       2.504995e+00     3.889340e-03   2.612329e+00
3.855469e+00  1.078125e+03  2.479893e+00   2.205018e-01     2.259391e+00       2.475734e+00     3.784449e-03   2.614943e+00
3.878906e+00  1.078125e+03  2.450518e+00   2.144650e-01     2.236053e+00       2.446473e+00     3.681302e-03   2.617604e+00
3.902344e+00  1.078125e+03  2.421146e+00   2.085232e-01     2.212623e+00       2.417212e+00     3.579887e-03   2.620312e+00
3.925781e+00  1.078125e+03  2.391775e+00   2.026762e-01     2.189099e+00       2.387951e+00     3.480194e-03   2.623069e+00
3.949219e+00  1.078125e+03  2.362407e+00   1.969235e-01     2.165483e+00       2.358690e+00     3.382214e-03   2.625874e+00
3.972656e+00  1.078125e+03  2.333040e+00   1.912648e-01     2.141775e+00       2.329429e+00     3.285937e-03   2.628729e+00
3.996094e+00  1.078125e+03  2.303675e+00   1.856997e-01     2.117975e+00       2.300168e+00     3.191351e-03   2.631634e+00
4.019531e+00  1.078125e+03  2.274312e+00   1.802280e-01     2.094084e+00       2.270907e+00     3.098447e-03   2.634592e+00
4.042969e+00  1.078125e+03  2.244951e+00   1.748492e-01     2.070101e+00       2.241646e+00     3.007214e-03   2.637602e+00
4.066406e+00  1.078125e+03  2.215591e+00   1.695630e-01     2.046028e+00       2.212385e+00     2.917643e-03   2.640665e+00
4.089844e+00  1.078125e+03  2.186234e+00   1.643690e-01     2.021865e+00       2.183124e+00     2.829722e-03   2.643784e+00
4.113281e+00  1.078125e+03  2.156878e+00   1.592668e-01     1.997611e+00       2.153863e+00     2.743442e-03   2.646957e+00
4.136719e+00  1.078125e+03  2.127524e+00   1.542560e-01     1.973268e+00       2.124602e+00     2.658792e-03   2.650188e+00
4.160156e+00  1.078125e+03  2.098172e+00   1.493362e-01     1.948835e+00       2.095341e+00     2.575762e-03   2.653476e+00
4.183594e+00  1.078125e+03  2.068821e+00   1.445070e-01     1.924314e+00       2.066080e+00     2.494341e-03   2.656822e+00
4.207031e+00  1.078125e+03  2.039472e+00   1.397681e-01     1.899704e+00       2.036819e+00     2.414520e-03   2.660228e+00
4.230469e+00  1.078125e+03  2.010125e+00   1.351189e-01     1.875007e+00       2.007558e+00     2.336287e-03   2.663695e+00
4.253906e+00  1.078125e+03  1.980780e+00   1.305592e-01     1.850221e+00       1.978297e+00     2.259633e-03   2.667224e+00
4.277344e+00  1.078125e+03  1.951437e+00   1.260885e-01     1.825348e+00       1.949036e+00     2.184546e-03   2.670815e+00
4.300781e+00  1.078125e+03  1.922095e+00   1.217063e-01     1.800389e+00       1.919775e+00     2.111017e-03   2.674471e+00
4.324219e+00  1.078125e+03  1.892755e+00   1.174123e-01     1.775343e+00       1.890514e+00     2.039036e-03   2.678191e+00
4.347656e+00  1.078125e+03  1.863416e+00   1.132060e-01     1.750210e+00       1.861253e+00     1.968591e-03   2.681979e+00
4.371094e+00  1.078125e+03  1.834080e+00   1.090870e-01     1.724993e+00       1.831992e+00     1.899672e-03   2.685834e+00
4.394531e+00  1.078125e+03  1.804745e+00   1.050550e-01     1.699690e+00       1.802731e+00     1.832269e-03   2.689758e+00
4.417969e+00  1.078125e+03  1.775411e+00   1.011094e-01     1.674302e+00       1.773470e+00     1.766371e-03   2.693752e+00
4.441406e+00  1.078125e+03  1.746080e+00   9.724993e-02     1.648830e+00       1.744209e+00     1.701968e-03   2.697818e+00
4.464844e+00  1.078125e+03  1.716749e+00   9.347612e-02     1.623273e+00       1.714948e+00     1.639048e-03   2.701957e+00
4.488281e+00  1.078125e+03  1.687421e+00   8.978756e-02     1.597633e+00       1.685687e+00     1.577603e-03   2.706171e+00
4.511719e+00  1.078125e+03  1.658094e+00   8.618387e-02     1.571910e+00       1.656426e+00     1.517619e-03   2.710460e+00
